ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
A," There are many cases in which Korean-Chinese people come together to extort money and goods by using violence in shops such as Chinatown. I'm not afraid to report to the police and I'm afraid to go to Chinatown because it seems like they're committing a crime. And even while watching the movie, it seems that such a thing actually happens, so I'm more afraid of Korean-Chinese people, so I don't even dare to get along.",1,75,39.7,4.89,72.01,1,25,14.67,90.67,74.67,60,13.33,6.67,5.33,0,0,0,1.33,6.67,12,5.33,0,17.33,8,8,10.67,2.67,17.33,6.67,2.67,2.67,1.33,0,1.33,9.33,0,9.33,2.67,2.67,0,2.67,1.33,2.67,0,5.33,0,5.33,4,0,4,4,0,0,0,1.33,0,0,0,0,0,0,1.33,0,0,0,0,2.67,0,2.67,0,4,1.33,0,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,1.33,0,9.33,8,1.33,2.67,6.67,1.33,0,0,1.33,0,12,0,0,0,0,0,0,17.33,4,4,0,0,6.67,2.67
A,"Will the Koreans be left as they are? Are they really our people? Is it reasonable to have more benefits than immigrants from other countries because of their kin? Do we actually know where the Korean-Chinese people around us are and what they do? Based on this analysis, we should recognize that they are related to violent crime.",1,58,5.28,99,31.84,20.23,11.6,20.69,96.55,79.31,70.69,22.41,15.52,0,6.9,0,0,8.62,6.9,13.79,3.45,0,13.79,18.97,6.9,6.9,0,24.14,6.9,1.72,8.62,8.62,0,0,20.69,0,20.69,8.62,5.17,1.72,0,3.45,3.45,0,3.45,1.72,1.72,1.72,0,1.72,0,1.72,0,0,17.24,0,0,0,0,0,0,17.24,1.72,0,0,0,5.17,1.72,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,6.9,5.17,0,0,5.17,0,0,0,0,0,8.62,1.72,0,0,0,0,0,12.07,1.72,1.72,6.9,0,0,1.72
A," Among the Korean-Chinese, there are people who commit crimes. Some of them lead to violent crimes. The general public is suffering a lot. The Korean-Chinese are the culprits of violent crime and should be forced to leave our country. In order not to harm the common people, they must be expelled from the country. We should not accept the Korean-Chinese in order to make a healthy country.",1,67,93.07,80.84,8.2,1,11.17,19.4,94.03,71.64,56.72,7.46,7.46,0,2.99,0,0,2.99,0,17.91,13.43,0,14.93,11.94,1.49,1.49,2.99,19.4,5.97,2.99,10.45,2.99,1.49,7.46,13.43,0,13.43,0,4.48,5.97,0,2.99,2.99,0,8.96,1.49,7.46,4.48,0,4.48,0,2.99,0,0,14.93,0,0,0,0,0,0,10.45,0,0,0,0,4.48,0,4.48,0,0,0,0,0,0,0,1.49,1.49,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,0,1.49,0,8.96,13.43,0,2.99,10.45,0,0,0,0,0,4.48,0,0,0,0,0,0,16.42,8.96,2.99,0,0,0,4.48
A," can't go because I'm afraid because there are a lot of violent crimes because Korean-Chinese people came in. I can't sell organs, so I shouldn't accept the Korean-Chinese. Why is there no one who has made the Korean-Chinese live in Korea to create such a situation and make it uneasy and deal with it?",1,54,7.9,1,52.89,1,18,16.67,94.44,81.48,62.96,12.96,7.41,5.56,0,0,0,0,5.56,14.81,7.41,0,9.26,12.96,7.41,11.11,7.41,25.93,5.56,5.56,1.85,0,1.85,0,22.22,3.7,18.52,0,11.11,5.56,0,0,3.7,0,7.41,1.85,5.56,5.56,0,5.56,3.7,1.85,0,0,1.85,0,0,0,0,0,0,1.85,0,0,0,0,5.56,0,5.56,0,3.7,0,0,1.85,1.85,0,1.85,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,1.85,7.41,12.96,0,3.7,11.11,0,0,0,0,3.7,11.11,0,0,0,0,0,0,20.37,3.7,1.85,1.85,0,7.41,5.56
A," If you look at the existing heinous crimes (mutilated murder, don't ask murder), most of them are Korean-Chinese. Why do we have to be exposed to such a frightening situation? In order to create a country where our children can live freely, shouldn't we get rid of the Korean-Chinese from this land as soon as possible? One more thing, Korean-Chinese who are shopping for medical care should be identified as soon as possible.",1,73,50.37,91.91,3.65,1,18.25,23.29,91.78,72.6,60.27,10.96,8.22,0,4.11,1.37,0,1.37,2.74,13.7,5.48,1.37,17.81,13.7,5.48,6.85,2.74,24.66,5.48,4.11,8.22,5.48,1.37,1.37,12.33,0,12.33,1.37,1.37,4.11,4.11,0,1.37,0,6.85,1.37,5.48,1.37,0,1.37,1.37,0,0,0,16.44,5.48,1.37,0,2.74,0,1.37,9.59,2.74,0,0,0,4.11,0,4.11,0,1.37,0,0,0,1.37,0,5.48,1.37,0,0,0,0,0,0,2.74,2.74,0,1.37,0,0,0,0,0,1.37,5.48,8.22,1.37,0,6.85,1.37,0,0,2.74,0,5.48,5.48,0,0,0,0,0,20.55,2.74,5.48,2.74,0,2.74,6.85
A,"It is said that they speak the same ethnicity and the same language, but I think it is true that Korean-Chinese are treated poorly in both China and Korea. As a result, it seems that they belong to the social class and live in a low status. Since it is relatively dark in the world, I think that it is also high if you are used in a crime or fall into a criminal.",1,74,35.05,14.33,99,20.23,24.67,8.11,93.24,81.08,62.16,18.92,6.76,2.7,0,1.35,0,2.7,12.16,17.57,10.81,0,10.81,8.11,4.05,12.16,0,17.57,9.46,2.7,1.35,1.35,0,0,17.57,0,17.57,4.05,4.05,0,4.05,0,8.11,0,0,0,0,0,0,0,0,0,0,0,10.81,5.41,0,0,0,1.35,2.7,4.05,0,0,0,0,2.7,0,2.7,0,1.35,0,0,1.35,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,14.86,0,1.35,13.51,1.35,0,0,1.35,2.7,9.46,0,0,0,0,0,0,9.46,4.05,4.05,0,0,0,1.35
A," Now my boss has ordered me to comment on this news. It should be said that Korean-Chinese are the culprits of violent crimes. The world is so dirty. In the meantime, I have been through so many garbage-like Korean-Chinese, and I have a lot of complaints about them, and I have a lot to say. Chief Jung is a bastard!!!",1,60,34.92,10.48,19.26,1.23,12,18.33,93.33,76.67,68.33,15,10,8.33,0,0,0,1.67,5,20,10,0,13.33,16.67,6.67,6.67,0,20,6.67,8.33,3.33,0,0,3.33,1.67,0,1.67,0,0,1.67,0,0,0,0,5,0,3.33,1.67,0,1.67,0,1.67,0,1.67,11.67,8.33,0,0,1.67,0,8.33,3.33,0,0,0,0,3.33,0,3.33,0,1.67,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,3.33,0,0,3.33,0,0,0,3.33,5,8.33,0,0,0,0,0,0,21.67,6.67,5,0,5,0,5
A,"Korean-Chinese people.... There is a reason why they often appear in movies as brutal roles, often killing people for money. Crimes like that don't happen in real life, but it's too realistic to be written only by imagination. In reality, they should be seen as the culprits who commit more violent crimes~ As a citizen of the Republic of Korea!! All Koreans, go back to your country!!",1,67,71.79,80.84,48.48,1,13.4,17.91,92.54,70.15,55.22,8.96,5.97,0,0,1.49,0,2.99,2.99,11.94,5.97,0,19.4,8.96,8.96,5.97,1.49,17.91,8.96,2.99,1.49,0,0,1.49,13.43,1.49,11.94,2.99,2.99,1.49,2.99,1.49,1.49,0,4.48,0,4.48,1.49,0,1.49,0,1.49,0,0,16.42,4.48,0,0,2.99,0,1.49,8.96,0,0,0,0,5.97,2.99,2.99,0,1.49,1.49,0,0,0,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,13.43,13.43,0,1.49,10.45,2.99,0,0,2.99,2.99,4.48,0,0,0,0,0,0,26.87,8.96,5.97,0,5.97,2.99,2.99
A," I have also experienced the Korean-Chinese, but there have been many experiences where trust was lost because they couldn't understand what was inside and didn't keep their promises. It's bittersweet because it seems like they're doing illegal things regardless of means and methods, because if they make money while occupying various parts of our lives, they can return to their homeland.",1,61,1,30.91,92.94,1.32,30.5,26.23,95.08,80.33,63.93,19.67,13.11,1.64,1.64,0,0,9.84,6.56,8.2,1.64,0,8.2,18.03,4.92,14.75,3.28,29.51,8.2,3.28,4.92,3.28,0,1.64,27.87,0,27.87,4.92,6.56,3.28,3.28,1.64,9.84,0,6.56,1.64,4.92,1.64,0,1.64,0,0,1.64,0,14.75,3.28,0,0,0,0,0,11.48,0,0,0,0,1.64,0,1.64,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84,9.84,0,1.64,9.84,0,0,0,1.64,8.2,11.48,0,0,0,0,0,0,16.39,3.28,4.92,0,0,6.56,1.64
A,"There are murders because Korean-Chinese people came to live in Korea, so think about it, young children living in the world today cannot have fun even when the sun goes down like we did when the sun goes down. Their parents look for them before the sun goes down. This is because the world is scary. The Korean-Chinese also played a part in the fear, and the Korean-Chinese are the main cause of violent crime!!!",1,75,74.19,63.73,96.32,2.44,18.75,12,93.33,76,57.33,6.67,4,0,1.33,0,0,2.67,2.67,16,13.33,0,16,9.33,9.33,10.67,1.33,21.33,6.67,1.33,2.67,2.67,0,0,8,0,8,1.33,4,1.33,0,0,2.67,0,8,2.67,5.33,5.33,1.33,4,2.67,1.33,0,0,8,1.33,0,0,1.33,0,0,6.67,1.33,0,0,0,4,0,4,0,2.67,2.67,0,0,0,0,4,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,2.67,8,22.67,2.67,5.33,14.67,2.67,0,0,5.33,4,10.67,0,0,0,0,0,0,16,4,4,0,4,0,4
A," Korean-Chinese is an unbelievable existence on the border between Korea and China, and it is thought that they are the culprit of violent crimes. will make you think. We have to make a better world by managing the Koreans well.",1,40,75.4,94.84,15.38,59.44,13.33,22.5,85,75,57.5,12.5,7.5,0,2.5,2.5,0,2.5,5,15,12.5,0,12.5,12.5,2.5,5,0,25,7.5,0,5,2.5,2.5,0,10,0,10,5,5,0,0,0,0,0,7.5,5,2.5,2.5,0,2.5,0,2.5,0,0,7.5,0,0,0,0,0,0,7.5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7.5,7.5,0,0,7.5,0,0,0,0,0,7.5,7.5,0,0,0,0,0,12.5,7.5,2.5,0,0,0,2.5
A,"Why is it that Korean-Chinese have come to the Republic of Korea and have a fight? This is not only once or twice, but because the Korean-Chinese are committing crimes, can they live because they are afraid? What are they doing in the country? Like a murder case, the majority of violent crimes always seem to be culprits by Korean-Chinese. Please let us live comfortably too!!",1,66,24.27,49.07,39.59,1,13.2,18.18,90.91,77.27,65.15,12.12,6.06,0,1.52,0,0,4.55,6.06,15.15,9.09,3.03,10.61,15.15,9.09,7.58,1.52,22.73,4.55,4.55,1.52,1.52,0,0,13.64,1.52,12.12,1.52,4.55,1.52,3.03,0,4.55,0,7.58,1.52,6.06,4.55,1.52,3.03,1.52,1.52,0,0,12.12,4.55,1.52,1.52,3.03,0,0,6.06,0,0,0,0,6.06,1.52,4.55,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,10.61,7.58,0,1.52,7.58,0,0,0,3.03,0,9.09,0,0,0,0,0,0,18.18,1.52,4.55,4.55,3.03,0,4.55
A," Most of the Korean-Chinese I have come across are cunning, selfish, and cold-hearted. In particular, he acts as if it is beneficial to himself and will take away everything if it is advantageous, but when it is judged that the value of use has decreased, he turns around like a sword and turns into an enemy in an instant. In addition, they are often the main cause of violent crimes in the local community, such as gathering around and doing various bad things. It is believed that these Korean-Chinese in this land should be deported and sent back.",1,98,41.52,40.06,78.4,1.66,24.5,19.39,93.88,81.63,64.29,15.31,5.1,1.02,0,0,3.06,1.02,10.2,13.27,7.14,0,17.35,12.24,5.1,11.22,0,18.37,9.18,4.08,3.06,1.02,1.02,2.04,11.22,1.02,10.2,1.02,2.04,1.02,3.06,0,5.1,0,5.1,1.02,4.08,2.04,0,2.04,0,1.02,0,0,8.16,3.06,0,0,1.02,2.04,0,6.12,0,0,0,3.06,3.06,1.02,2.04,0,2.04,2.04,0,0,0,0,2.04,0,0,0,0,0,0,2.04,0,0,0,3.06,0,0,0,2.04,0,0,4.08,15.31,0,3.06,13.27,0,0,0,3.06,2.04,9.18,1.02,0,0,0,0,0,14.29,4.08,7.14,0,0,0,3.06
A,"There are quite a few Korean-Chinese people living in the town where I live, but I heard that one of them died while fighting amongst themselves with swords on the street. If you look at the news, there are many cases of Korean-Chinese who brutally kill with a knife. In fact, a lot of heinous crimes occur in the neighborhoods where Korean-Chinese live. It's scary.",1,65,87.26,67.13,92.75,1,16.25,13.85,89.23,73.85,61.54,12.31,9.23,3.08,0,1.54,0,3.08,3.08,18.46,10.77,1.54,16.92,4.62,7.69,4.62,0,13.85,6.15,9.23,3.08,1.54,0,1.54,4.62,0,4.62,0,0,0,3.08,0,3.08,0,6.15,0,6.15,1.54,0,1.54,1.54,0,0,0,15.38,6.15,0,0,4.62,0,1.54,9.23,0,0,0,0,4.62,0,4.62,0,1.54,0,1.54,0,0,0,7.69,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,6.15,21.54,1.54,0,18.46,1.54,1.54,0,1.54,3.08,4.62,0,0,0,0,0,0,16.92,6.15,4.62,0,0,1.54,4.62
A," A significant number of Korean-Chinese are committing violent crimes in our country, which causes people around them to tremble in fear. Korean-Chinese are distributed all over the country and participate in crimes in groups.",1,34,97.25,93.56,97.97,1,17,29.41,88.24,58.82,50,8.82,5.88,0,2.94,0,0,2.94,2.94,11.76,5.88,0,23.53,5.88,2.94,2.94,0,5.88,5.88,5.88,2.94,2.94,0,0,8.82,2.94,5.88,0,2.94,0,0,0,2.94,0,8.82,0,8.82,8.82,0,8.82,5.88,2.94,0,0,17.65,0,0,0,0,0,0,11.76,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,26.47,0,2.94,23.53,0,0,2.94,0,0,5.88,0,0,0,0,0,0,14.71,5.88,2.94,0,0,0,5.88
A,"The movie reflects the facts, like the City of Crime and Hwanghae, and that Chinese Koreans always carry a knife in their pockets... They say that there are many Koreans who disappear from Ansan on payday especially... I go to Ansan sometimes, but Koreans avoid them because they are afraid , Isn't Oh Won-chun also Korean? Just kicking out...",1,58,42.75,50.33,92,1.05,14.5,22.41,86.21,68.97,55.17,13.79,10.34,1.72,0,0,0,6.9,3.45,13.79,6.9,0,12.07,5.17,8.62,8.62,1.72,13.79,5.17,1.72,0,0,0,0,12.07,1.72,10.34,1.72,1.72,0,1.72,0,3.45,0,3.45,0,3.45,1.72,0,1.72,1.72,0,0,0,12.07,1.72,0,0,0,0,1.72,8.62,0,0,0,0,8.62,0,8.62,0,3.45,1.72,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,5.17,15.52,0,5.17,10.34,1.72,0,0,3.45,0,5.17,0,1.72,0,0,1.72,0,27.59,15.52,6.9,1.72,0,1.72,1.72
A," The Korean-Chinese themselves said that they were Chinese and that they came to Korea using their identity as a Korean-Chinese just to make money, and they did bad things, and they thought that Koreans looked down on them. And a lot of criminals come in to escape as well. Anyway, you have to be careful with the Koreans around you.",1,60,44.66,99,19.26,6.08,20,16.67,96.67,86.67,68.33,21.67,15,0,0,3.33,0,11.67,6.67,15,6.67,0,20,6.67,6.67,10,0,20,6.67,5,0,0,0,0,5,0,5,1.67,3.33,0,0,0,0,0,5,1.67,3.33,1.67,0,1.67,0,0,0,0,18.33,3.33,0,0,0,1.67,1.67,15,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,3.33,0,5,11.67,0,5,6.67,1.67,0,0,0,8.33,0,3.33,0,0,0,0,0,13.33,5,5,0,0,0,3.33
A,"The Korean-Chinese are a negative part of the Korean economy. In particular, health insurance accounts for huge deficits. The health insurance system for the people provides many benefits, especially to Korean-Chinese, who are Chinese, who are only foreigners. In addition, social violence demands a lot of social cost. This is a point that all the people know, and a strong Chubol is required for this.",1,65,95.73,49.21,2.93,20.23,13,27.69,95.38,69.23,50.77,7.69,3.08,0,0,0,0,0,4.62,23.08,13.85,0,12.31,7.69,3.08,1.54,0,9.23,13.85,15.38,3.08,0,0,3.08,7.69,1.54,6.15,1.54,0,0,0,0,3.08,0,6.15,3.08,3.08,0,0,0,0,0,0,0,9.23,1.54,0,0,0,0,0,4.62,0,0,0,0,7.69,0,7.69,0,7.69,0,0,1.54,7.69,0,3.08,3.08,0,0,0,0,0,0,0,1.54,0,0,1.54,0,0,1.54,3.08,0,4.62,3.08,0,0,3.08,0,0,0,0,0,9.23,0,0,0,0,0,0,20,7.69,9.23,0,0,0,3.08
A," I work in Ansan, and I commute by train. There are many violent Korean-Chinese crimes near Ansan Station, so I am careful. For example, I hear a lot from company people that Korean-Chinese carry a lot of weapons on their bodies, so they always go around cautiously and don't go to Ansan Station at night and take a taxi to work.",1,61,65.02,16.05,92.94,6.23,20.33,18.03,81.97,67.21,55.74,11.48,9.84,6.56,0,0,0,3.28,1.64,13.11,4.92,0,18.03,4.92,8.2,8.2,1.64,13.11,6.56,8.2,3.28,0,3.28,0,1.64,1.64,0,0,0,0,0,0,0,0,1.64,0,1.64,1.64,0,1.64,0,1.64,0,0,4.92,0,0,0,0,0,0,3.28,0,0,0,0,3.28,0,3.28,0,6.56,0,0,6.56,0,0,1.64,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,1.64,0,11.48,14.75,0,6.56,9.84,0,1.64,0,3.28,0,4.92,0,0,0,0,0,0,16.39,4.92,6.56,0,0,1.64,3.28
A,"All Korean-Chinese people in Korea should be expelled. Half of the recent murders have been committed by Koreans. How vicious is it in the movie Crime City? In any case, the Korean-Chinese are the culprits of violent crime. They must all be chased away. Isn't it? You don't even know when you'll get hit. 'Cause it's nothing else Everyone be careful.",1,61,19.57,49.82,49.37,1,7.63,19.67,91.8,73.77,60.66,11.48,4.92,0,0,3.28,0,1.64,6.56,11.48,6.56,0,11.48,21.31,6.56,1.64,4.92,27.87,8.2,4.92,3.28,0,1.64,1.64,19.67,6.56,13.11,3.28,3.28,3.28,1.64,0,3.28,0,8.2,0,8.2,3.28,0,3.28,0,1.64,0,0,11.48,3.28,0,0,3.28,0,0,6.56,0,0,0,0,4.92,0,4.92,0,1.64,1.64,0,0,0,0,1.64,0,0,0,0,0,0,0,1.64,1.64,0,1.64,0,0,0,0,1.64,0,6.56,11.48,0,3.28,8.2,0,0,0,3.28,1.64,8.2,1.64,0,0,0,0,0,26.23,9.84,1.64,3.28,0,8.2,3.28
A," There was a Korean-Chinese living in my neighborhood too, but it's not a joke with a sense of victimization, I just run with antipathy for what I say. So whenever possible, I try to give them a massage, but I always watch people on the street where there are a lot of people and quarrel with them. As if to take only one, I can't walk freely because I'm afraid of the world.",1,73,34.21,1,98.47,2.26,24.33,12.33,95.89,80.82,68.49,15.07,12.33,9.59,0,0,0,2.74,2.74,13.7,9.59,1.37,16.44,6.85,12.33,10.96,2.74,16.44,4.11,5.48,2.74,0,1.37,1.37,13.7,1.37,12.33,1.37,1.37,2.74,2.74,0,6.85,0,5.48,1.37,4.11,1.37,0,1.37,1.37,0,0,0,10.96,6.85,0,0,2.74,0,1.37,4.11,0,0,0,0,1.37,0,1.37,0,2.74,1.37,1.37,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,5.48,15.07,1.37,2.74,9.59,1.37,0,1.37,2.74,1.37,6.85,0,0,0,0,0,0,16.44,4.11,6.85,0,0,4.11,1.37
A,"Korean-Chinese are not Koreans and can return to their country of China at any time. even committing a crime. Why was the local airport bus terminal moved in front of the police station? Because they commit crimes too casually, it is to prevent them. They are even more dangerous to commit a crime and return to their home country.",1,59,63.92,69.65,53.8,5.94,11.8,20.34,84.75,64.41,55.93,10.17,8.47,0,0,0,0,8.47,1.69,13.56,6.78,0,13.56,8.47,6.78,5.08,1.69,13.56,5.08,1.69,1.69,0,0,1.69,8.47,0,8.47,0,3.39,1.69,1.69,0,1.69,0,1.69,0,1.69,0,0,0,0,0,0,0,11.86,0,0,0,0,0,0,8.47,0,0,0,0,3.39,0,3.39,0,3.39,1.69,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,5.08,15.25,0,5.08,13.56,0,0,0,0,3.39,6.78,0,0,0,0,0,0,11.86,6.78,1.69,1.69,0,0,1.69
A," am not Korean. Until I found out about this, I had no ill will toward the Korean-Chinese. However, this appears too often in the news and newspapers. It's amazing how much money is being drained out of Korea due to phishing scams. If the Korean-Chinese could have a safe job in Korea, they would give me a phishing scam like this. However, I will not be treated well in my country. I don't want the same Korean people to suffer any more, but it's a pity that I've also received fraudulent calls several times. I am not deceived because I know this well, but how painful it must be for older people to suffer like this!! I'm upset. The domestic economy is not good, but the hard-earned money is being wasted through this kind of fraud. good",1,137,11.91,1,86.07,7.23,12.45,16.06,91.24,74.45,64.96,16.06,8.76,8.03,0,0,0,0.73,7.3,16.06,6.57,0,12.41,16.06,7.3,7.3,4.38,21.9,5.11,2.19,0.73,0,0,0.73,20.44,0.73,18.98,2.92,2.19,3.65,4.38,1.46,8.03,0,8.76,3.65,5.11,5.84,2.19,2.92,0,0,0.73,0,5.11,3.65,0,0,0,2.19,0.73,0.73,0,0,0,0,2.92,0,2.92,0,1.46,0,0,0.73,0.73,0,0.73,0.73,0.73,0,0,0,0,0,0,0,0.73,0.73,0,0,0,0,1.46,0,10.95,6.57,0,0,5.11,0.73,0,0.73,3.65,2.92,8.03,2.19,0,0,0,0,0,18.98,6.57,5.11,0,1.46,3.65,2.19
A,"Korean-Chinese act threateningly by swarming like gangs. There are rumors that he carries a weapon with him all the time, and I have heard that he suffered damage due to a gang of Korean-Chinese people. I think the Korean-Chinese in the crime city in the movie starring Ma Dong-Seok is well expressed, so it is said that living in a neighborhood with Korean-Chinese is scary there is also",1,68,68.25,80.39,18.77,1.85,22.67,17.65,88.24,66.18,55.88,13.24,7.35,2.94,0,0,4.41,0,5.88,16.18,10.29,0,13.24,8.82,7.35,4.41,0,17.65,1.47,1.47,4.41,2.94,0,1.47,2.94,1.47,1.47,1.47,0,0,0,0,0,0,5.88,1.47,4.41,2.94,0,2.94,1.47,0,0,0,16.18,4.41,0,0,1.47,0,2.94,10.29,1.47,0,1.47,4.41,5.88,0,5.88,0,2.94,1.47,1.47,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,5.88,13.24,0,1.47,10.29,0,1.47,0,1.47,4.41,8.82,0,0,0,0,0,0,13.24,2.94,2.94,0,0,0,7.35
